,index,Date,Open,High,Low,Close,Volume,Change
153,5324,2021-08-12,77100,78200,76900,77000,42365223,-0.019108280254777066
154,5325,2021-08-13,75800,76000,74100,74400,61270643,-0.03376623376623378
155,5326,2021-08-17,74000,75100,74000,74200,30944847,-0.0026881720430107503
156,5327,2021-08-18,73900,74600,73100,73900,29192631,-0.0040431266846361336
157,5328,2021-08-19,73500,74400,73100,73100,22166298,-0.010825439783491153
158,5329,2021-08-20,73500,73900,72500,72700,22364803,-0.005471956224350261
159,5330,2021-08-23,73300,74000,73000,73300,19384648,0.008253094910591452
160,5331,2021-08-24,73900,75700,73900,75600,21016913,0.03137789904502042
161,5332,2021-08-25,76200,76600,74900,75700,22319664,0.001322751322751392
162,5333,2021-08-26,76100,76200,74600,74600,16671494,-0.014531043593130732
163,5334,2021-08-27,74300,75000,73800,74300,15172748,-0.004021447721179627
164,5335,2021-08-30,75400,75500,74200,74600,12686999,0.004037685060565233
165,5336,2021-08-31,74900,76700,74300,76700,24630370,0.02815013404825728
166,5337,2021-09-01,76700,77100,75900,76800,16114775,0.0013037809647979959
167,5338,2021-09-02,76800,76800,75700,76000,15347486,-0.01041666666666663
168,5339,2021-09-03,76400,76700,76000,76600,12096419,0.007894736842105177
169,5340,2021-09-06,76800,77600,76600,77300,12861180,0.009138381201044377
170,5341,2021-09-07,77100,77100,75900,76100,13239401,-0.015523932729624823
171,5342,2021-09-08,76000,76400,75600,76300,11798147,0.0026281208935610145
172,5343,2021-09-09,76400,76600,75000,75300,17600770,-0.013106159895150737
173,5344,2021-09-10,75300,75600,74800,75300,10103212,0.0
174,5345,2021-09-13,75200,76300,75100,76300,11397775,0.013280212483399723
175,5346,2021-09-14,77100,77700,76600,76600,18167057,0.003931847968545288
176,5347,2021-09-15,77400,77400,76400,77000,12829128,0.005221932114882533
177,5348,2021-09-16,77300,77400,76100,76100,13067622,-0.011688311688311637
178,5349,2021-09-17,76300,77200,75900,77200,16289502,0.014454664914586024
179,5350,2021-09-23,77500,77600,76800,77400,17055590,0.002590673575129543
180,5351,2021-09-24,77600,77700,77100,77300,12247274,-0.0012919896640827266
181,5352,2021-09-27,77300,77700,77000,77700,11699798,0.005174644243208348
182,5353,2021-09-28,77700,77800,76200,76300,15406382,-0.018018018018018056
183,5354,2021-09-29,74800,75300,73800,74100,23992458,-0.028833551769331556
184,5355,2021-09-30,74300,74800,73700,74100,19919361,0.0
185,5356,2021-10-01,73900,74000,72900,73200,15803395,-0.012145748987854255
186,5357,2021-10-05,73000,73000,71400,72200,24013921,-0.013661202185792365
187,5358,2021-10-06,72600,72800,71200,71300,18956962,-0.012465373961218829
188,5359,2021-10-07,71600,72100,71300,71600,13683532,0.004207573632538653
189,5360,2021-10-08,72300,72400,71500,71500,14043287,-0.0013966480446927498
190,5361,2021-10-12,70700,70900,68700,69000,31001484,-0.034965034965035
191,5362,2021-10-13,68700,69600,68300,68800,24172015,-0.0028985507246376274
192,5363,2021-10-14,69000,69800,68800,69400,19520641,0.008720930232558155
193,5364,2021-10-15,70200,71000,70000,70100,18051612,0.01008645533141217
194,5365,2021-10-18,70200,70300,69200,70200,13486391,0.0014265335235377208
195,5366,2021-10-19,70800,71000,70400,70600,9507991,0.005698005698005604
196,5367,2021-10-20,70700,71000,70200,70300,10151638,-0.004249291784702569
197,5368,2021-10-21,70300,70600,70000,70200,10891094,-0.0014224751066855834
198,5369,2021-10-22,70000,70700,70000,70400,8395448,0.002849002849002913
199,5370,2021-10-25,69900,70600,69500,70200,10029621,-0.0028409090909090606
200,5371,2021-10-26,70600,71500,70400,71100,10528252,0.012820512820512775
201,5372,2021-10-27,71000,71000,70000,70100,10295316,-0.01406469760900142
202,5373,2021-10-28,69500,72200,69500,70700,20644902,0.008559201141226769
203,5374,2021-10-29,71200,71600,69700,69800,17016151,-0.012729844413012725
204,5375,2021-11-01,70200,70600,69900,69900,11503729,0.0014326647564470996
205,5376,2021-11-02,70800,72200,70700,71500,16812570,0.022889842632331847
206,5377,2021-11-03,71700,71700,70100,70400,12770428,-0.01538461538461533
207,5378,2021-11-04,71200,71600,70500,70600,11818987,0.0028409090909091717
208,5379,2021-11-05,71600,71600,70200,70200,12667743,-0.005665722379603388
209,5380,2021-11-08,70400,70600,69800,70600,11121981,0.005698005698005604
210,5381,2021-11-09,70300,71000,70100,70500,11159589,-0.0014164305949008194
211,5382,2021-11-10,70300,70900,70200,70200,9422009,-0.004255319148936176
212,5383,2021-11-11,69900,70000,69600,69900,11489122,-0.004273504273504258
213,5384,2021-11-12,70200,70900,69900,70600,10087450,0.010014306151645114
214,5385,2021-11-15,71700,71900,70900,71400,12420710,0.011331444759206777
215,5386,2021-11-16,71500,72000,71300,71300,10919239,-0.0014005602240896309
216,5387,2021-11-17,71300,71600,70600,70700,11027606,-0.008415147265077194
217,5388,2021-11-18,70700,71000,70200,70200,10144957,-0.007072135785007094
218,5389,2021-11-19,70400,71400,70100,71200,11954728,0.014245014245014342
219,5390,2021-11-22,73300,75200,73000,74900,27506623,0.05196629213483139
220,5391,2021-11-23,76000,76000,74500,75300,22029195,0.005340453938584844
221,5392,2021-11-24,76000,76200,74100,74800,15652305,-0.006640106241699861
222,5393,2021-11-25,75100,75100,73600,73700,12559258,-0.014705882352941124
223,5394,2021-11-26,73500,74100,72000,72300,13002242,-0.018995929443690662
224,5395,2021-11-29,71700,73000,71400,72300,16682559,0.0
225,5396,2021-11-30,73200,73900,70500,71300,30364841,-0.013831258644536604
226,5397,2021-12-01,72000,74800,71600,74400,21954856,0.04347826086956519
227,5398,2021-12-02,73900,75800,73800,75800,23652940,0.018817204301075252
228,5399,2021-12-03,75600,76000,74100,75600,18330240,-0.0026385224274406704
229,5400,2021-12-06,75100,76700,74900,76300,16391250,0.0092592592592593
230,5401,2021-12-07,76100,77700,75600,77400,19232453,0.014416775884665833
231,5402,2021-12-08,78300,78600,77100,77400,21558340,0.0
232,5403,2021-12-09,77400,78200,77000,78200,21604528,0.010335917312661591
233,5404,2021-12-10,77400,77600,76800,76900,9155219,-0.01662404092071612
234,5405,2021-12-13,77200,78300,76500,76800,15038750,-0.0013003901170350884
235,5406,2021-12-14,76500,77200,76200,77000,10976660,0.0026041666666667407
236,5407,2021-12-15,76400,77600,76300,77600,9584939,0.007792207792207684
237,5408,2021-12-16,78500,78500,77400,77800,11996128,0.002577319587628857
238,5409,2021-12-17,76800,78000,76800,78000,13108479,0.0025706940874035134
239,5410,2021-12-20,77600,77800,76800,77100,11264375,-0.011538461538461497
240,5411,2021-12-21,77900,78300,77500,78100,14245298,0.012970168612191912
241,5412,2021-12-22,78900,79400,78800,79400,17105892,0.016645326504481472
242,5413,2021-12-23,79800,80000,79300,79900,13577498,0.006297229219143663
243,5414,2021-12-24,80200,80800,80200,80500,12086380,0.007509386733416834
244,5415,2021-12-27,80600,80600,79800,80200,10783368,-0.003726708074534124
245,5416,2021-12-28,80200,80400,79700,80300,18226325,0.0012468827930174342
246,5417,2021-12-29,80200,80200,78500,78800,19794795,-0.018679950186799466
247,5418,2021-12-30,78900,79500,78100,78300,14236700,-0.006345177664974666
248,5419,2022-01-03,79400,79800,78200,78600,13502112,0.003831417624521105
249,5420,2022-01-04,78800,79200,78300,78700,12427416,0.0012722646310432406
250,5421,2022-01-05,78800,79000,76400,77400,25470640,-0.016518424396442133
251,5422,2022-01-06,76700,77600,76600,76900,12931954,-0.006459948320413411
252,5423,2022-01-07,78100,78400,77400,78300,15163757,0.01820546163849146
253,5424,2022-01-10,78100,78100,77100,78000,9947422,-0.003831417624521105
254,5425,2022-01-11,78400,79000,78000,78900,13221123,0.011538461538461497
255,5426,2022-01-12,79500,79600,78600,78900,11000502,0.0
256,5427,2022-01-13,79300,79300,77900,77900,13889401,-0.012674271229404344
257,5428,2022-01-14,77700,78100,77100,77300,10096725,-0.007702182284980763
258,5429,2022-01-17,77600,77800,76900,77500,8785122,0.002587322121604174
259,5430,2022-01-18,77600,77800,76600,77000,9592788,-0.006451612903225823
260,5431,2022-01-19,76500,76900,76100,76300,10598290,-0.009090909090909038
261,5432,2022-01-20,76200,76700,75900,76500,9708168,0.002621231979030192
262,5433,2022-01-21,75800,75800,74700,75600,15774888,-0.0117647058823529
263,5434,2022-01-24,75400,75800,74700,75100,13691134,-0.006613756613756627
264,5435,2022-01-25,74800,75000,73200,74000,17766704,-0.01464713715046606
265,5436,2022-01-26,73900,74400,73100,73300,12976730,-0.009459459459459474
266,5437,2022-01-27,73800,74000,71300,71300,22274777,-0.027285129604365577
267,5438,2022-01-28,71300,73700,71200,73300,21367447,0.028050490883590573
268,5439,2022-02-03,74900,74900,73300,73300,17744721,0.0
269,5440,2022-02-04,74300,74600,73400,74000,12730034,0.009549795361528002
270,5441,2022-02-07,73500,73600,72400,73000,14240838,-0.013513513513513487
271,5442,2022-02-08,73800,74200,73000,73500,11736666,0.006849315068493178
272,5443,2022-02-09,74300,74700,74000,74700,9699122,0.01632653061224487
273,5444,2022-02-10,75600,75800,74700,75400,17746033,0.009370816599732157
274,5445,2022-02-11,75000,75500,74600,74900,12205407,-0.006631299734747964
275,5446,2022-02-14,74400,74500,73100,73700,13993255,-0.01602136181575431
276,5447,2022-02-15,74100,74200,73100,73700,9320365,0.0
277,5448,2022-02-16,74600,74900,74200,74800,10767386,0.014925373134328401
278,5449,2022-02-17,75000,75600,74500,75000,13605382,0.002673796791443861
279,5450,2022-02-18,74600,74800,73700,74300,10122226,-0.009333333333333305
280,5451,2022-02-21,73200,74300,72600,74200,10489717,-0.0013458950201884479
281,5452,2022-02-22,73000,73400,72800,73400,11692469,-0.010781671159029615
282,5453,2022-02-23,73800,73800,72800,73000,10397964,-0.00544959128065392
283,5454,2022-02-24,72300,72300,71300,71500,15759283,-0.020547945205479423
284,5455,2022-02-25,72100,72600,71900,71900,13168484,0.005594405594405494
285,5456,2022-02-28,71100,72100,71000,72100,17781783,0.0027816411682892728
286,5457,2022-03-02,72300,72400,71500,71700,12481430,-0.00554785020804438
287,5458,2022-03-03,72300,73100,72200,72900,13232638,0.01673640167364021
288,5459,2022-03-04,72700,72700,71200,71500,13409634,-0.019204389574759895
289,5460,2022-03-07,70000,70600,69900,70100,18617138,-0.01958041958041956
290,5461,2022-03-08,68800,70000,68700,69500,15828269,-0.008559201141226769
291,5462,2022-03-10,70800,71200,70500,71200,21159248,0.02446043165467615
292,5463,2022-03-11,70500,70700,69700,70000,15787655,-0.016853932584269704
293,5464,2022-03-14,70000,70200,69600,70200,9040993,0.0028571428571428914
294,5465,2022-03-15,69800,70100,69500,69500,10258562,-0.009971509971509973
295,5466,2022-03-16,70200,70500,69700,70400,10175750,0.012949640287769792
296,5467,2022-03-17,71200,71800,70900,71200,17646315,0.011363636363636465
297,5468,2022-03-18,70600,70900,70200,70700,14410038,-0.0070224719101124045
298,5469,2022-03-21,70900,71000,69900,69900,11169002,-0.011315417256011262
299,5470,2022-03-22,69900,70500,69900,70300,9402666,0.005722460658083017
300,5471,2022-03-23,70600,71200,70300,70500,12398025,0.002844950213371167
301,5472,2022-03-24,69600,70300,69600,69800,37943357,-0.009929078014184411
302,5473,2022-03-25,70100,70200,69600,69800,12986010,0.0
303,5474,2022-03-28,69500,69900,69200,69700,12619289,-0.0014326647564469885
304,5475,2022-03-29,70000,70300,69800,70200,13686208,0.007173601147776099
