판매자,판 매 경 로,소비자
생산 및매입,전속 대리점,소비자
생산 및매입,"유통업체(양판점, 할인점, 백화점, 홈쇼핑, 온라인 등)",소비자
생산 및매입,"통신사업자(SK텔레콤㈜, ㈜케이티, ㈜LG유플러스)",소비자
생산 및매입,직접판매(B2B 및 온라인),소비자
